iter,norm(d0-d)^2,gradient norm,,,,
2804,395.35,1.7305,-0.68754,0.028905,-1.5041,0.50878
2805,395.29,1.7303,-0.68725,0.028732,-1.504,0.50867
2806,395.22,1.73,-0.68696,0.02856,-1.5039,0.50855
2807,395.15,1.7298,-0.68667,0.028388,-1.5038,0.50843
2808,395.09,1.7296,-0.68638,0.028217,-1.5037,0.50832
2809,395.02,1.7293,-0.68608,0.028045,-1.5036,0.5082
2810,394.96,1.7292,-0.6858,0.027874,-1.5036,0.50809
2811,394.89,1.7289,-0.68551,0.027703,-1.5035,0.50797
2812,394.83,1.7287,-0.68522,0.027532,-1.5034,0.50786
2813,394.76,1.7285,-0.68493,0.027361,-1.5033,0.50774
2814,394.69,1.7282,-0.68464,0.02719,-1.5032,0.50762
2815,394.63,1.728,-0.68435,0.02702,-1.5031,0.50751
2816,394.56,1.7277,-0.68406,0.02685,-1.503,0.50739
2817,394.5,1.7275,-0.68378,0.02668,-1.5029,0.50728
2818,394.43,1.7273,-0.68349,0.02651,-1.5028,0.50716
2819,394.37,1.727,-0.6832,0.02634,-1.5027,0.50705
2820,394.3,1.7268,-0.68292,0.026171,-1.5026,0.50693
2821,394.23,1.7266,-0.68263,0.026001,-1.5025,0.50682
2822,394.17,1.7263,-0.68235,0.025832,-1.5024,0.5067
2823,394.1,1.7261,-0.68206,0.025663,-1.5023,0.50659
2824,394.04,1.7259,-0.68178,0.025494,-1.5022,0.50647
2825,393.97,1.7256,-0.68149,0.025326,-1.5021,0.50636
2826,393.91,1.7254,-0.68121,0.025157,-1.502,0.50625
2827,393.84,1.7252,-0.68092,0.024989,-1.5019,0.50613
2828,393.78,1.7249,-0.68064,0.024821,-1.5018,0.50602
2829,393.71,1.7247,-0.68036,0.024653,-1.5017,0.5059
2830,393.65,1.7244,-0.68007,0.024485,-1.5016,0.50579
2831,393.58,1.7242,-0.67979,0.024318,-1.5015,0.50567
2832,393.52,1.724,-0.67951,0.02415,-1.5014,0.50556
2833,393.45,1.7237,-0.67923,0.023983,-1.5013,0.50545
2834,393.38,1.7235,-0.67895,0.023816,-1.5012,0.50533
2835,393.32,1.7233,-0.67867,0.023649,-1.5011,0.50522
2836,393.25,1.723,-0.67839,0.023483,-1.501,0.5051
2837,393.19,1.7228,-0.67811,0.023316,-1.5009,0.50499
2838,393.12,1.7226,-0.67783,0.02315,-1.5008,0.50488
2839,393.06,1.7223,-0.67755,0.022984,-1.5007,0.50476
2840,392.99,1.7221,-0.67727,0.022818,-1.5006,0.50465
2841,392.93,1.7219,-0.67699,0.022652,-1.5005,0.50454
2842,392.86,1.7217,-0.67671,0.022486,-1.5004,0.50442
2843,392.8,1.7214,-0.67643,0.022321,-1.5003,0.50431
2844,392.73,1.7212,-0.67615,0.022155,-1.5002,0.5042
2845,392.67,1.721,-0.67588,0.02199,-1.5001,0.50408
2846,392.6,1.7207,-0.6756,0.021825,-1.5,0.50397
2847,392.54,1.7205,-0.67532,0.02166,-1.4999,0.50386
2848,392.47,1.7203,-0.67505,0.021496,-1.4998,0.50375
2849,392.41,1.72,-0.67477,0.021331,-1.4997,0.50363
2850,392.34,1.7198,-0.6745,0.021167,-1.4996,0.50352
2851,392.28,1.7196,-0.67422,0.021003,-1.4995,0.50341
2852,392.21,1.7193,-0.67395,0.020839,-1.4994,0.50329
2853,392.15,1.7191,-0.67367,0.020675,-1.4993,0.50318
2854,392.08,1.7189,-0.6734,0.020512,-1.4992,0.50307
2855,392.02,1.7187,-0.67312,0.020348,-1.4991,0.50296
2856,391.95,1.7184,-0.67285,0.020185,-1.499,0.50284
2857,391.89,1.7182,-0.67258,0.020022,-1.4989,0.50273
2858,391.82,1.718,-0.6723,0.019859,-1.4988,0.50262
2859,391.76,1.7177,-0.67203,0.019697,-1.4987,0.50251
2860,391.69,1.7175,-0.67176,0.019534,-1.4986,0.5024
2861,391.63,1.7173,-0.67149,0.019372,-1.4985,0.50228
2862,391.56,1.7171,-0.67121,0.019209,-1.4984,0.50217
2863,391.5,1.7168,-0.67094,0.019047,-1.4983,0.50206
2864,391.43,1.7166,-0.67067,0.018886,-1.4982,0.50195
2865,391.37,1.7164,-0.6704,0.018724,-1.4981,0.50184
2866,391.3,1.7161,-0.67013,0.018562,-1.498,0.50173
2867,391.24,1.7159,-0.66986,0.018401,-1.4979,0.50161
2868,391.17,1.7157,-0.66959,0.01824,-1.4978,0.5015
2869,391.11,1.7155,-0.66932,0.018079,-1.4977,0.50139
2870,391.04,1.7152,-0.66905,0.017918,-1.4976,0.50128
2871,390.98,1.715,-0.66879,0.017757,-1.4975,0.50117
2872,390.92,1.7148,-0.66852,0.017597,-1.4974,0.50106
2873,390.85,1.7146,-0.66825,0.017436,-1.4973,0.50095
2874,390.79,1.7143,-0.66798,0.017276,-1.4972,0.50084
2875,390.72,1.7141,-0.66771,0.017116,-1.4971,0.50073
2876,390.66,1.7139,-0.66745,0.016956,-1.497,0.50061
2877,390.59,1.7137,-0.66718,0.016796,-1.4969,0.5005
2878,390.53,1.7134,-0.66691,0.016637,-1.4968,0.50039
2879,390.46,1.7132,-0.66665,0.016477,-1.4967,0.50028
2880,390.4,1.713,-0.66638,0.016318,-1.4966,0.50017
2881,390.33,1.7128,-0.66612,0.016159,-1.4965,0.50006
2882,390.27,1.7125,-0.66585,0.016,-1.4964,0.49995
2883,390.21,1.7123,-0.66559,0.015842,-1.4963,0.49984
2884,390.14,1.7121,-0.66532,0.015683,-1.4962,0.49973
2885,390.08,1.7119,-0.66506,0.015525,-1.4961,0.49962
2886,390.01,1.7116,-0.6648,0.015366,-1.496,0.49951
2887,389.95,1.7114,-0.66453,0.015208,-1.4959,0.4994
2888,389.88,1.7112,-0.66427,0.01505,-1.4958,0.49929
2889,389.82,1.711,-0.66401,0.014893,-1.4957,0.49918
2890,389.75,1.7108,-0.66375,0.014735,-1.4956,0.49907
2891,389.69,1.7105,-0.66348,0.014578,-1.4955,0.49896
2892,389.63,1.7103,-0.66322,0.014421,-1.4954,0.49885
2893,389.56,1.7101,-0.66296,0.014263,-1.4953,0.49874
2894,389.5,1.7099,-0.6627,0.014106,-1.4952,0.49863
2895,389.43,1.7096,-0.66244,0.01395,-1.4951,0.49852
2896,389.37,1.7094,-0.66218,0.013793,-1.495,0.49841
2897,389.3,1.7092,-0.66192,0.013637,-1.4949,0.4983
2898,389.24,1.709,-0.66166,0.01348,-1.4948,0.49819
2899,389.18,1.7087,-0.6614,0.013324,-1.4946,0.49809
2900,389.11,1.7084,-0.66114,0.013168,-1.4945,0.49798
2901,389.05,1.7082,-0.66088,0.013013,-1.4944,0.49787
2902,388.98,1.708,-0.66062,0.012857,-1.4943,0.49776
2903,388.92,1.7078,-0.66036,0.012701,-1.4942,0.49765
2904,388.86,1.7076,-0.66011,0.012546,-1.4941,0.49754
2905,388.79,1.7073,-0.65985,0.012391,-1.494,0.49743
2906,388.73,1.7071,-0.65959,0.012236,-1.4939,0.49732
2907,388.66,1.7069,-0.65933,0.012081,-1.4938,0.49721
2908,388.6,1.7067,-0.65908,0.011926,-1.4937,0.49711
2909,388.53,1.7065,-0.65882,0.011772,-1.4936,0.497
2910,388.47,1.7063,-0.65857,0.011618,-1.4935,0.49689
2911,388.41,1.706,-0.65831,0.011463,-1.4934,0.49678
2912,388.34,1.7058,-0.65805,0.011309,-1.4933,0.49667
2913,388.28,1.7056,-0.6578,0.011155,-1.4932,0.49656
2914,388.21,1.7054,-0.65754,0.011002,-1.4931,0.49646
2915,388.15,1.7052,-0.65729,0.010848,-1.493,0.49635
2916,388.09,1.7049,-0.65704,0.010695,-1.4929,0.49624
2917,388.02,1.7047,-0.65678,0.010541,-1.4928,0.49613
2918,387.96,1.7045,-0.65653,0.010388,-1.4927,0.49602
2919,387.9,1.7043,-0.65628,0.010235,-1.4926,0.49592
2920,387.83,1.704,-0.65602,0.010082,-1.4924,0.49581
2921,387.77,1.7038,-0.65577,0.0099298,-1.4923,0.4957
2922,387.7,1.7035,-0.65552,0.0097773,-1.4922,0.49559
2923,387.64,1.7033,-0.65527,0.009625,-1.4921,0.49549
2924,387.58,1.7031,-0.65501,0.0094728,-1.492,0.49538
2925,387.51,1.7029,-0.65476,0.0093208,-1.4919,0.49527
2926,387.45,1.7027,-0.65451,0.009169,-1.4918,0.49516
2927,387.39,1.7025,-0.65426,0.0090172,-1.4917,0.49506
2928,387.32,1.7022,-0.65401,0.0088657,-1.4916,0.49495
2929,387.26,1.702,-0.65376,0.0087143,-1.4915,0.49484
2930,387.19,1.7018,-0.65351,0.008563,-1.4914,0.49473
2931,387.13,1.7016,-0.65326,0.0084119,-1.4913,0.49463
2932,387.07,1.7014,-0.65301,0.008261,-1.4912,0.49452
2933,387,1.7012,-0.65276,0.0081102,-1.4911,0.49441
2934,386.94,1.701,-0.65252,0.0079596,-1.491,0.49431
2935,386.88,1.7007,-0.65227,0.0078091,-1.4909,0.4942
2936,386.81,1.7004,-0.65202,0.0076588,-1.4907,0.49409
2937,386.75,1.7002,-0.65177,0.0075086,-1.4906,0.49399
2938,386.69,1.7,-0.65152,0.0073586,-1.4905,0.49388
2939,386.62,1.6998,-0.65128,0.0072087,-1.4904,0.49377
2940,386.56,1.6996,-0.65103,0.007059,-1.4903,0.49367
2941,386.49,1.6994,-0.65078,0.0069094,-1.4902,0.49356
2942,386.43,1.6992,-0.65054,0.00676,-1.4901,0.49345
2943,386.37,1.6989,-0.65029,0.0066107,-1.49,0.49335
2944,386.3,1.6987,-0.65005,0.0064616,-1.4899,0.49324
2945,386.24,1.6985,-0.6498,0.0063126,-1.4898,0.49314
2946,386.18,1.6983,-0.64956,0.0061638,-1.4897,0.49303
2947,386.11,1.6981,-0.64931,0.0060152,-1.4896,0.49292
2948,386.05,1.6979,-0.64907,0.0058666,-1.4895,0.49282
2949,385.99,1.6977,-0.64882,0.0057183,-1.4894,0.49271
2950,385.92,1.6974,-0.64858,0.0055701,-1.4892,0.49261
2951,385.86,1.6972,-0.64834,0.005422,-1.4891,0.4925
2952,385.8,1.6969,-0.64809,0.0052741,-1.489,0.4924
2953,385.73,1.6967,-0.64785,0.0051263,-1.4889,0.49229
2954,385.67,1.6965,-0.64761,0.0049787,-1.4888,0.49218
2955,385.61,1.6963,-0.64737,0.0048312,-1.4887,0.49208
2956,385.54,1.6961,-0.64712,0.0046839,-1.4886,0.49197
2957,385.48,1.6959,-0.64688,0.0045367,-1.4885,0.49187
2958,385.42,1.6957,-0.64664,0.0043897,-1.4884,0.49176
2959,385.35,1.6955,-0.6464,0.0042428,-1.4883,0.49166
2960,385.29,1.6953,-0.64616,0.0040961,-1.4882,0.49155
2961,385.23,1.695,-0.64592,0.0039495,-1.4881,0.49145
2962,385.16,1.6948,-0.64568,0.0038031,-1.4879,0.49134
2963,385.1,1.6945,-0.64544,0.0036568,-1.4878,0.49124
2964,385.04,1.6943,-0.6452,0.0035107,-1.4877,0.49113
2965,384.98,1.6941,-0.64496,0.0033647,-1.4876,0.49103
2966,384.91,1.6939,-0.64472,0.0032188,-1.4875,0.49092
2967,384.85,1.6937,-0.64448,0.0030731,-1.4874,0.49082
2968,384.79,1.6935,-0.64424,0.0029276,-1.4873,0.49071
2969,384.72,1.6933,-0.644,0.0027822,-1.4872,0.49061
2970,384.66,1.6931,-0.64377,0.0026369,-1.4871,0.4905
2971,384.6,1.6929,-0.64353,0.0024918,-1.487,0.4904
2972,384.53,1.6927,-0.64329,0.0023468,-1.4869,0.4903
2973,384.47,1.6924,-0.64305,0.002202,-1.4867,0.49019
2974,384.41,1.6922,-0.64282,0.0020573,-1.4866,0.49009
2975,384.35,1.6919,-0.64258,0.0019128,-1.4865,0.48998
2976,384.28,1.6917,-0.64234,0.0017684,-1.4864,0.48988
2977,384.22,1.6915,-0.64211,0.0016242,-1.4863,0.48978
2978,384.16,1.6913,-0.64187,0.0014801,-1.4862,0.48967
2979,384.09,1.6911,-0.64164,0.0013361,-1.4861,0.48957
2980,384.03,1.6909,-0.6414,0.0011923,-1.486,0.48946
2981,383.97,1.6907,-0.64117,0.0010486,-1.4859,0.48936
2982,383.91,1.6905,-0.64093,0.00090511,-1.4858,0.48926
2983,383.84,1.6902,-0.6407,0.00076173,-1.4856,0.48915
2984,383.78,1.69,-0.64046,0.00061849,-1.4855,0.48905
2985,383.72,1.6898,-0.64023,0.00047539,-1.4854,0.48895
2986,383.65,1.6896,-0.64,0.00033244,-1.4853,0.48884
2987,383.59,1.6894,-0.63976,0.00018963,-1.4852,0.48874
2988,383.53,1.6892,-0.63953,4.70E-05,-1.4851,0.48864
2989,383.47,1.689,-0.6393,-9.56E-05,-1.485,0.48853
2990,383.4,1.6888,-0.63907,-0.00023796,-1.4849,0.48843
2991,383.34,1.6886,-0.63883,-0.0003802,-1.4848,0.48833
2992,383.28,1.6883,-0.6386,-0.0005223,-1.4846,0.48822
2993,383.21,1.6881,-0.63837,-0.00066426,-1.4845,0.48812
2994,383.15,1.6878,-0.63814,-0.00080608,-1.4844,0.48802
2995,383.09,1.6876,-0.63791,-0.00094776,-1.4843,0.48791
2996,383.03,1.6874,-0.63768,-0.0010893,-1.4842,0.48781
2997,382.96,1.6872,-0.63745,-0.0012307,-1.4841,0.48771
2998,382.9,1.687,-0.63722,-0.001372,-1.484,0.48761
2999,382.84,1.6868,-0.63699,-0.0015131,-1.4839,0.4875
3000,382.78,1.6866,-0.63676,-0.001654,-1.4838,0.4874
3001,382.71,1.6863,-0.63653,-0.0017949,-1.4836,0.4873
3002,382.65,1.6861,-0.6363,-0.0019356,-1.4835,0.4872
3003,382.59,1.6859,-0.63607,-0.0020761,-1.4834,0.48709
3004,382.53,1.6857,-0.63584,-0.0022166,-1.4833,0.48699
3005,382.46,1.6855,-0.63561,-0.0023568,-1.4832,0.48689
3006,382.4,1.6853,-0.63539,-0.002497,-1.4831,0.48679
3007,382.34,1.6851,-0.63516,-0.002637,-1.483,0.48668
3008,382.28,1.6849,-0.63493,-0.0027768,-1.4829,0.48658
3009,382.21,1.6847,-0.6347,-0.0029166,-1.4828,0.48648
3010,382.15,1.6844,-0.63448,-0.0030562,-1.4826,0.48638
3011,382.09,1.6842,-0.63425,-0.0031956,-1.4825,0.48628
3012,382.03,1.684,-0.63403,-0.0033349,-1.4824,0.48617
3013,381.97,1.6838,-0.6338,-0.0034741,-1.4823,0.48607
3014,381.9,1.6836,-0.63357,-0.0036131,-1.4822,0.48597
3015,381.84,1.6834,-0.63335,-0.003752,-1.4821,0.48587
3016,381.78,1.6832,-0.63312,-0.0038908,-1.482,0.48577
3017,381.72,1.683,-0.6329,-0.0040294,-1.4819,0.48567
3018,381.65,1.6827,-0.63267,-0.0041679,-1.4817,0.48556
3019,381.59,1.6825,-0.63245,-0.0043062,-1.4816,0.48546
3020,381.53,1.6823,-0.63222,-0.0044445,-1.4815,0.48536
3021,381.47,1.6821,-0.632,-0.0045825,-1.4814,0.48526
3022,381.4,1.6819,-0.63178,-0.0047205,-1.4813,0.48516
3023,381.34,1.6817,-0.63155,-0.0048583,-1.4812,0.48506
3024,381.28,1.6815,-0.63133,-0.004996,-1.4811,0.48496
3025,381.22,1.6813,-0.63111,-0.0051335,-1.481,0.48486
3026,381.16,1.681,-0.63089,-0.0052709,-1.4808,0.48475
3027,381.09,1.6808,-0.63066,-0.0054082,-1.4807,0.48465
3028,381.03,1.6806,-0.63044,-0.0055453,-1.4806,0.48455
3029,380.97,1.6804,-0.63022,-0.0056823,-1.4805,0.48445
3030,380.91,1.6802,-0.63,-0.0058192,-1.4804,0.48435
3031,380.85,1.68,-0.62978,-0.0059559,-1.4803,0.48425
3032,380.78,1.6798,-0.62956,-0.0060925,-1.4802,0.48415
3033,380.72,1.6795,-0.62934,-0.0062289,-1.48,0.48405
3034,380.66,1.6793,-0.62911,-0.0063653,-1.4799,0.48395
3035,380.6,1.6791,-0.62889,-0.0065015,-1.4798,0.48385
3036,380.54,1.6789,-0.62867,-0.0066375,-1.4797,0.48375
3037,380.47,1.6787,-0.62845,-0.0067735,-1.4796,0.48365
3038,380.41,1.6785,-0.62824,-0.0069092,-1.4795,0.48355
3039,380.35,1.6783,-0.62802,-0.0070449,-1.4794,0.48345
3040,380.29,1.6781,-0.6278,-0.0071804,-1.4793,0.48335
3041,380.23,1.6778,-0.62758,-0.0073158,-1.4791,0.48325
3042,380.16,1.6777,-0.62736,-0.0074511,-1.479,0.48315
3043,380.1,1.6775,-0.62714,-0.0075862,-1.4789,0.48305
3044,380.04,1.6773,-0.62692,-0.0077212,-1.4788,0.48295
3045,379.98,1.6771,-0.62671,-0.0078561,-1.4787,0.48285
3046,379.92,1.6769,-0.62649,-0.0079908,-1.4786,0.48275
3047,379.85,1.6767,-0.62627,-0.0081254,-1.4785,0.48265
3048,379.79,1.6764,-0.62606,-0.0082599,-1.4783,0.48255
3049,379.73,1.6762,-0.62584,-0.0083942,-1.4782,0.48245
3050,379.67,1.676,-0.62562,-0.0085285,-1.4781,0.48235
3051,379.61,1.6758,-0.62541,-0.0086625,-1.478,0.48225
3052,379.55,1.6756,-0.62519,-0.0087965,-1.4779,0.48215
3053,379.48,1.6754,-0.62498,-0.0089303,-1.4778,0.48205
3054,379.42,1.6752,-0.62476,-0.009064,-1.4777,0.48195
3055,379.36,1.6749,-0.62454,-0.0091975,-1.4775,0.48185
3056,379.3,1.6747,-0.62433,-0.009331,-1.4774,0.48175
3057,379.24,1.6745,-0.62412,-0.0094643,-1.4773,0.48165
3058,379.18,1.6743,-0.6239,-0.0095974,-1.4772,0.48155
3059,379.11,1.6741,-0.62369,-0.0097305,-1.4771,0.48146
3060,379.05,1.6739,-0.62347,-0.0098634,-1.477,0.48136
3061,378.99,1.6736,-0.62326,-0.0099962,-1.4768,0.48126
3062,378.93,1.6735,-0.62305,-0.010129,-1.4767,0.48116
3063,378.87,1.6733,-0.62283,-0.010261,-1.4766,0.48106
3064,378.81,1.6731,-0.62262,-0.010394,-1.4765,0.48096
3065,378.74,1.6729,-0.62241,-0.010526,-1.4764,0.48086
3066,378.68,1.6727,-0.6222,-0.010658,-1.4763,0.48076
3067,378.62,1.6725,-0.62198,-0.01079,-1.4762,0.48066
3068,378.56,1.6722,-0.62177,-0.010922,-1.476,0.48057
3069,378.5,1.672,-0.62156,-0.011054,-1.4759,0.48047
3070,378.44,1.6718,-0.62135,-0.011185,-1.4758,0.48037
3071,378.38,1.6716,-0.62114,-0.011317,-1.4757,0.48027
3072,378.31,1.6714,-0.62093,-0.011448,-1.4756,0.48017
3073,378.25,1.6712,-0.62072,-0.01158,-1.4755,0.48007
3074,378.19,1.6709,-0.62051,-0.011711,-1.4753,0.47998
3075,378.13,1.6708,-0.6203,-0.011842,-1.4752,0.47988
3076,378.07,1.6706,-0.62009,-0.011973,-1.4751,0.47978
3077,378.01,1.6704,-0.61988,-0.012103,-1.475,0.47968
3078,377.95,1.6702,-0.61967,-0.012234,-1.4749,0.47958
3079,377.88,1.67,-0.61946,-0.012364,-1.4748,0.47949
3080,377.82,1.6697,-0.61925,-0.012495,-1.4746,0.47939
3081,377.76,1.6695,-0.61904,-0.012625,-1.4745,0.47929
3082,377.7,1.6693,-0.61883,-0.012755,-1.4744,0.47919
3083,377.64,1.6691,-0.61862,-0.012885,-1.4743,0.47909
3084,377.58,1.6689,-0.61842,-0.013015,-1.4742,0.479
3085,377.52,1.6687,-0.61821,-0.013145,-1.4741,0.4789
3086,377.46,1.6685,-0.618,-0.013274,-1.4739,0.4788
3087,377.39,1.6683,-0.61779,-0.013404,-1.4738,0.4787
3088,377.33,1.6681,-0.61759,-0.013533,-1.4737,0.47861
3089,377.27,1.6679,-0.61738,-0.013662,-1.4736,0.47851
3090,377.21,1.6677,-0.61717,-0.013791,-1.4735,0.47841
3091,377.15,1.6675,-0.61697,-0.01392,-1.4734,0.47831
3092,377.09,1.6672,-0.61676,-0.014049,-1.4732,0.47822
3093,377.03,1.667,-0.61656,-0.014178,-1.4731,0.47812
3094,376.97,1.6668,-0.61635,-0.014307,-1.473,0.47802
3095,376.91,1.6666,-0.61615,-0.014435,-1.4729,0.47793
3096,376.84,1.6664,-0.61594,-0.014564,-1.4728,0.47783
3097,376.78,1.6663,-0.61574,-0.014692,-1.4727,0.47773
3098,376.72,1.666,-0.61553,-0.01482,-1.4725,0.47764
3099,376.66,1.6658,-0.61533,-0.014948,-1.4724,0.47754
3100,376.6,1.6656,-0.61512,-0.015076,-1.4723,0.47744
3101,376.54,1.6654,-0.61492,-0.015204,-1.4722,0.47735
3102,376.48,1.6652,-0.61472,-0.015331,-1.4721,0.47725
3103,376.42,1.665,-0.61451,-0.015459,-1.472,0.47715
3104,376.36,1.6648,-0.61431,-0.015586,-1.4718,0.47706
3105,376.3,1.6646,-0.61411,-0.015713,-1.4717,0.47696
3106,376.23,1.6644,-0.6139,-0.015841,-1.4716,0.47686
3107,376.17,1.6642,-0.6137,-0.015968,-1.4715,0.47677
3108,376.11,1.664,-0.6135,-0.016094,-1.4714,0.47667
3109,376.05,1.6638,-0.6133,-0.016221,-1.4713,0.47657
3110,375.99,1.6635,-0.6131,-0.016348,-1.4711,0.47648
3111,375.93,1.6633,-0.61289,-0.016474,-1.471,0.47638
3112,375.87,1.6631,-0.61269,-0.016601,-1.4709,0.47629
3113,375.81,1.663,-0.61249,-0.016727,-1.4708,0.47619
3114,375.75,1.6628,-0.61229,-0.016853,-1.4707,0.47609
3115,375.69,1.6625,-0.61209,-0.016979,-1.4705,0.476
3116,375.63,1.6623,-0.61189,-0.017105,-1.4704,0.4759
3117,375.57,1.6621,-0.61169,-0.017231,-1.4703,0.47581
3118,375.51,1.6619,-0.61149,-0.017357,-1.4702,0.47571
3119,375.44,1.6617,-0.61129,-0.017482,-1.4701,0.47561
3120,375.38,1.6616,-0.61109,-0.017608,-1.47,0.47552
3121,375.32,1.6613,-0.61089,-0.017733,-1.4698,0.47542
3122,375.26,1.6611,-0.61069,-0.017859,-1.4697,0.47533
3123,375.2,1.6609,-0.6105,-0.017984,-1.4696,0.47523
3124,375.14,1.6607,-0.6103,-0.018109,-1.4695,0.47514
3125,375.08,1.6605,-0.6101,-0.018233,-1.4694,0.47504
3126,375.02,1.6603,-0.6099,-0.018358,-1.4692,0.47495
3127,374.96,1.6601,-0.6097,-0.018483,-1.4691,0.47485
3128,374.9,1.6599,-0.60951,-0.018607,-1.469,0.47475
3129,374.84,1.6597,-0.60931,-0.018732,-1.4689,0.47466
3130,374.78,1.6595,-0.60911,-0.018856,-1.4688,0.47456
3131,374.72,1.6592,-0.60891,-0.01898,-1.4686,0.47447
3132,374.66,1.659,-0.60872,-0.019104,-1.4685,0.47437
3133,374.6,1.6589,-0.60852,-0.019228,-1.4684,0.47428
3134,374.54,1.6587,-0.60832,-0.019352,-1.4683,0.47418
3135,374.47,1.6585,-0.60813,-0.019476,-1.4682,0.47409
3136,374.41,1.6583,-0.60793,-0.019599,-1.4681,0.47399
3137,374.35,1.658,-0.60774,-0.019723,-1.4679,0.4739
3138,374.29,1.6578,-0.60754,-0.019846,-1.4678,0.47381
3139,374.23,1.6577,-0.60735,-0.019969,-1.4677,0.47371
3140,374.17,1.6575,-0.60715,-0.020092,-1.4676,0.47362
3141,374.11,1.6573,-0.60696,-0.020215,-1.4675,0.47352
3142,374.05,1.657,-0.60676,-0.020338,-1.4673,0.47343
3143,373.99,1.6568,-0.60657,-0.020461,-1.4672,0.47333
3144,373.93,1.6566,-0.60638,-0.020584,-1.4671,0.47324
3145,373.87,1.6565,-0.60618,-0.020706,-1.467,0.47314
3146,373.81,1.6563,-0.60599,-0.020829,-1.4669,0.47305
3147,373.75,1.656,-0.60579,-0.020951,-1.4667,0.47296
3148,373.69,1.6558,-0.6056,-0.021073,-1.4666,0.47286
3149,373.63,1.6556,-0.60541,-0.021195,-1.4665,0.47277
3150,373.57,1.6554,-0.60522,-0.021317,-1.4664,0.47267
3151,373.51,1.6553,-0.60502,-0.021439,-1.4663,0.47258
3152,373.45,1.655,-0.60483,-0.021561,-1.4661,0.47248
3153,373.39,1.6548,-0.60464,-0.021682,-1.466,0.47239
3154,373.33,1.6546,-0.60445,-0.021804,-1.4659,0.4723
3155,373.27,1.6544,-0.60426,-0.021925,-1.4658,0.4722
3156,373.21,1.6542,-0.60406,-0.022046,-1.4657,0.47211
3157,373.15,1.654,-0.60387,-0.022168,-1.4655,0.47202
3158,373.09,1.6538,-0.60368,-0.022289,-1.4654,0.47192
3159,373.03,1.6536,-0.60349,-0.02241,-1.4653,0.47183
3160,372.97,1.6534,-0.6033,-0.02253,-1.4652,0.47173
3161,372.91,1.6532,-0.60311,-0.022651,-1.4651,0.47164
3162,372.85,1.653,-0.60292,-0.022772,-1.4649,0.47155
3163,372.79,1.6528,-0.60273,-0.022892,-1.4648,0.47145
3164,372.73,1.6526,-0.60254,-0.023013,-1.4647,0.47136
3165,372.67,1.6524,-0.60235,-0.023133,-1.4646,0.47127
3166,372.61,1.6522,-0.60216,-0.023253,-1.4645,0.47117
3167,372.55,1.652,-0.60197,-0.023373,-1.4643,0.47108
3168,372.49,1.6518,-0.60179,-0.023493,-1.4642,0.47099
3169,372.43,1.6516,-0.6016,-0.023613,-1.4641,0.47089
3170,372.37,1.6514,-0.60141,-0.023732,-1.464,0.4708
3171,372.31,1.6512,-0.60122,-0.023852,-1.4639,0.47071
3172,372.25,1.651,-0.60103,-0.023971,-1.4637,0.47062
3173,372.19,1.6508,-0.60085,-0.024091,-1.4636,0.47052
3174,372.13,1.6506,-0.60066,-0.02421,-1.4635,0.47043
3175,372.07,1.6504,-0.60047,-0.024329,-1.4634,0.47034
3176,372.01,1.6502,-0.60028,-0.024448,-1.4632,0.47024
3177,371.95,1.65,-0.6001,-0.024567,-1.4631,0.47015
3178,371.89,1.6498,-0.59991,-0.024686,-1.463,0.47006
3179,371.83,1.6496,-0.59972,-0.024805,-1.4629,0.46997
3180,371.77,1.6494,-0.59954,-0.024923,-1.4628,0.46987
3181,371.71,1.6492,-0.59935,-0.025042,-1.4626,0.46978
3182,371.65,1.649,-0.59917,-0.02516,-1.4625,0.46969
3183,371.59,1.6488,-0.59898,-0.025278,-1.4624,0.4696
3184,371.53,1.6486,-0.5988,-0.025396,-1.4623,0.4695
3185,371.47,1.6484,-0.59861,-0.025514,-1.4622,0.46941
3186,371.41,1.6482,-0.59842,-0.025632,-1.462,0.46932
3187,371.35,1.648,-0.59824,-0.02575,-1.4619,0.46923
3188,371.29,1.6478,-0.59806,-0.025868,-1.4618,0.46914
3189,371.23,1.6476,-0.59787,-0.025985,-1.4617,0.46904
3190,371.17,1.6475,-0.59769,-0.026103,-1.4616,0.46895
3191,371.11,1.6472,-0.5975,-0.02622,-1.4614,0.46886
3192,371.05,1.647,-0.59732,-0.026338,-1.4613,0.46877
3193,370.99,1.6468,-0.59714,-0.026455,-1.4612,0.46868
3194,370.93,1.6466,-0.59695,-0.026572,-1.4611,0.46858
3195,370.87,1.6464,-0.59677,-0.026689,-1.4609,0.46849
3196,370.81,1.6462,-0.59659,-0.026806,-1.4608,0.4684
3197,370.75,1.646,-0.5964,-0.026922,-1.4607,0.46831
3198,370.69,1.6458,-0.59622,-0.027039,-1.4606,0.46822
3199,370.63,1.6457,-0.59604,-0.027155,-1.4605,0.46812
3200,370.58,1.6454,-0.59586,-0.027272,-1.4603,0.46803
3201,370.52,1.6452,-0.59568,-0.027388,-1.4602,0.46794
3202,370.46,1.645,-0.59549,-0.027504,-1.4601,0.46785
3203,370.4,1.6449,-0.59531,-0.02762,-1.46,0.46776
3204,370.34,1.6446,-0.59513,-0.027736,-1.4598,0.46767
3205,370.28,1.6444,-0.59495,-0.027852,-1.4597,0.46758
3206,370.22,1.6442,-0.59477,-0.027968,-1.4596,0.46748
