iter,norm(d0-d)^2,gradient norm,,,,
2390,424.33,1.8437,-0.84769,0.11952,-1.5321,0.56499
2391,424.26,1.8434,-0.84719,0.11925,-1.532,0.56483
2392,424.18,1.8431,-0.84669,0.11897,-1.532,0.56468
2393,424.11,1.8428,-0.84619,0.1187,-1.532,0.56452
2394,424.03,1.8425,-0.84568,0.11842,-1.532,0.56436
2395,423.96,1.8421,-0.84518,0.11815,-1.5319,0.5642
2396,423.89,1.8418,-0.84468,0.11787,-1.5319,0.56404
2397,423.81,1.8415,-0.84418,0.1176,-1.5319,0.56388
2398,423.74,1.8411,-0.84368,0.11733,-1.5318,0.56372
2399,423.66,1.8408,-0.84318,0.11705,-1.5318,0.56357
2400,423.59,1.8405,-0.84269,0.11678,-1.5318,0.56341
2401,423.51,1.8402,-0.84219,0.11651,-1.5317,0.56325
2402,423.44,1.8399,-0.84169,0.11624,-1.5317,0.56309
2403,423.36,1.8396,-0.8412,0.11596,-1.5317,0.56293
2404,423.29,1.8392,-0.8407,0.11569,-1.5316,0.56278
2405,423.22,1.8389,-0.84021,0.11542,-1.5316,0.56262
2406,423.14,1.8385,-0.83972,0.11515,-1.5315,0.56246
2407,423.07,1.8382,-0.83922,0.11488,-1.5315,0.5623
2408,422.99,1.838,-0.83873,0.11461,-1.5315,0.56215
2409,422.92,1.8376,-0.83824,0.11434,-1.5314,0.56199
2410,422.84,1.8373,-0.83775,0.11407,-1.5314,0.56183
2411,422.77,1.837,-0.83726,0.1138,-1.5314,0.56168
2412,422.7,1.8366,-0.83677,0.11353,-1.5313,0.56152
2413,422.62,1.8364,-0.83628,0.11327,-1.5313,0.56136
2414,422.55,1.8361,-0.83579,0.113,-1.5313,0.56121
2415,422.47,1.8357,-0.8353,0.11273,-1.5312,0.56105
2416,422.4,1.8354,-0.83482,0.11246,-1.5312,0.5609
2417,422.33,1.8351,-0.83433,0.1122,-1.5312,0.56074
2418,422.25,1.8348,-0.83384,0.11193,-1.5311,0.56058
2419,422.18,1.8345,-0.83336,0.11166,-1.5311,0.56043
2420,422.1,1.8341,-0.83288,0.1114,-1.531,0.56027
2421,422.03,1.8338,-0.83239,0.11113,-1.531,0.56012
2422,421.96,1.8335,-0.83191,0.11087,-1.531,0.55996
2423,421.88,1.8332,-0.83143,0.1106,-1.5309,0.55981
2424,421.81,1.8329,-0.83095,0.11034,-1.5309,0.55965
2425,421.73,1.8325,-0.83046,0.11007,-1.5308,0.5595
2426,421.66,1.8322,-0.82998,0.10981,-1.5308,0.55934
2427,421.59,1.832,-0.8295,0.10954,-1.5308,0.55919
2428,421.51,1.8316,-0.82903,0.10928,-1.5307,0.55904
2429,421.44,1.8313,-0.82855,0.10902,-1.5307,0.55888
2430,421.37,1.831,-0.82807,0.10875,-1.5306,0.55873
2431,421.29,1.8307,-0.82759,0.10849,-1.5306,0.55857
2432,421.22,1.8304,-0.82712,0.10823,-1.5306,0.55842
2433,421.14,1.8301,-0.82664,0.10797,-1.5305,0.55827
2434,421.07,1.8298,-0.82617,0.1077,-1.5305,0.55811
2435,421,1.8294,-0.82569,0.10744,-1.5304,0.55796
2436,420.92,1.8291,-0.82522,0.10718,-1.5304,0.5578
2437,420.85,1.8289,-0.82474,0.10692,-1.5304,0.55765
2438,420.78,1.8285,-0.82427,0.10666,-1.5303,0.5575
2439,420.7,1.8282,-0.8238,0.1064,-1.5303,0.55735
2440,420.63,1.8279,-0.82333,0.10614,-1.5302,0.55719
2441,420.56,1.8276,-0.82286,0.10588,-1.5302,0.55704
2442,420.48,1.8273,-0.82239,0.10562,-1.5302,0.55689
2443,420.41,1.827,-0.82192,0.10536,-1.5301,0.55674
2444,420.34,1.8267,-0.82145,0.1051,-1.5301,0.55658
2445,420.26,1.8263,-0.82098,0.10485,-1.53,0.55643
2446,420.19,1.8261,-0.82052,0.10459,-1.53,0.55628
2447,420.12,1.8257,-0.82005,0.10433,-1.5299,0.55613
2448,420.04,1.8254,-0.81958,0.10407,-1.5299,0.55597
2449,419.97,1.8252,-0.81912,0.10382,-1.5299,0.55582
2450,419.9,1.8248,-0.81865,0.10356,-1.5298,0.55567
2451,419.82,1.8246,-0.81819,0.1033,-1.5298,0.55552
2452,419.75,1.8242,-0.81772,0.10305,-1.5297,0.55537
2453,419.68,1.8239,-0.81726,0.10279,-1.5297,0.55522
2454,419.6,1.8236,-0.8168,0.10254,-1.5296,0.55507
2455,419.53,1.8233,-0.81634,0.10228,-1.5296,0.55492
2456,419.46,1.823,-0.81588,0.10203,-1.5295,0.55476
2457,419.38,1.8227,-0.81542,0.10177,-1.5295,0.55461
2458,419.31,1.8223,-0.81496,0.10152,-1.5294,0.55446
2459,419.24,1.8221,-0.8145,0.10126,-1.5294,0.55431
2460,419.17,1.8218,-0.81404,0.10101,-1.5294,0.55416
2461,419.09,1.8215,-0.81358,0.10076,-1.5293,0.55401
2462,419.02,1.8212,-0.81312,0.1005,-1.5293,0.55386
2463,418.95,1.8209,-0.81267,0.10025,-1.5292,0.55371
2464,418.87,1.8206,-0.81221,0.099997,-1.5292,0.55356
2465,418.8,1.8203,-0.81176,0.099744,-1.5291,0.55341
2466,418.73,1.82,-0.8113,0.099492,-1.5291,0.55326
2467,418.65,1.8196,-0.81085,0.099241,-1.529,0.55311
2468,418.58,1.8194,-0.81039,0.098989,-1.529,0.55297
2469,418.51,1.819,-0.80994,0.098738,-1.5289,0.55282
2470,418.44,1.8188,-0.80949,0.098488,-1.5289,0.55267
2471,418.36,1.8184,-0.80904,0.098237,-1.5288,0.55252
2472,418.29,1.8182,-0.80859,0.097987,-1.5288,0.55237
2473,418.22,1.8178,-0.80814,0.097737,-1.5287,0.55222
2474,418.15,1.8176,-0.80769,0.097488,-1.5287,0.55207
2475,418.07,1.8172,-0.80724,0.097238,-1.5286,0.55192
2476,418,1.817,-0.80679,0.096989,-1.5286,0.55177
2477,417.93,1.8166,-0.80634,0.096741,-1.5285,0.55163
2478,417.86,1.8164,-0.80589,0.096492,-1.5285,0.55148
2479,417.78,1.816,-0.80545,0.096244,-1.5284,0.55133
2480,417.71,1.8158,-0.805,0.095996,-1.5284,0.55118
2481,417.64,1.8154,-0.80455,0.095749,-1.5283,0.55103
2482,417.57,1.8152,-0.80411,0.095502,-1.5283,0.55089
2483,417.49,1.8148,-0.80366,0.095255,-1.5282,0.55074
2484,417.42,1.8146,-0.80322,0.095008,-1.5282,0.55059
2485,417.35,1.8143,-0.80278,0.094762,-1.5281,0.55045
2486,417.28,1.814,-0.80233,0.094516,-1.5281,0.5503
2487,417.2,1.8137,-0.80189,0.09427,-1.528,0.55015
2488,417.13,1.8134,-0.80145,0.094024,-1.528,0.55
2489,417.06,1.8131,-0.80101,0.093779,-1.5279,0.54986
2490,416.99,1.8128,-0.80057,0.093534,-1.5279,0.54971
2491,416.91,1.8125,-0.80013,0.09329,-1.5278,0.54956
2492,416.84,1.8122,-0.79969,0.093045,-1.5278,0.54942
2493,416.77,1.8119,-0.79925,0.092801,-1.5277,0.54927
2494,416.7,1.8117,-0.79882,0.092557,-1.5277,0.54913
2495,416.63,1.8113,-0.79838,0.092314,-1.5276,0.54898
2496,416.55,1.8111,-0.79794,0.092071,-1.5276,0.54883
2497,416.48,1.8107,-0.79751,0.091828,-1.5275,0.54869
2498,416.41,1.8105,-0.79707,0.091585,-1.5275,0.54854
2499,416.34,1.8102,-0.79663,0.091343,-1.5274,0.5484
2500,416.27,1.8099,-0.7962,0.091101,-1.5274,0.54825
2501,416.19,1.8096,-0.79577,0.090859,-1.5273,0.54811
2502,416.12,1.8093,-0.79533,0.090618,-1.5273,0.54796
2503,416.05,1.809,-0.7949,0.090376,-1.5272,0.54781
2504,415.98,1.8088,-0.79447,0.090135,-1.5272,0.54767
2505,415.91,1.8084,-0.79404,0.089895,-1.5271,0.54752
2506,415.83,1.8081,-0.79361,0.089654,-1.527,0.54738
2507,415.76,1.8079,-0.79318,0.089414,-1.527,0.54724
2508,415.69,1.8075,-0.79275,0.089175,-1.5269,0.54709
2509,415.62,1.8073,-0.79232,0.088935,-1.5269,0.54695
2510,415.55,1.8069,-0.79189,0.088696,-1.5268,0.5468
2511,415.47,1.8067,-0.79146,0.088457,-1.5268,0.54666
2512,415.4,1.8064,-0.79103,0.088218,-1.5267,0.54651
2513,415.33,1.8061,-0.79061,0.08798,-1.5267,0.54637
2514,415.26,1.8058,-0.79018,0.087742,-1.5266,0.54623
2515,415.19,1.8055,-0.78976,0.087504,-1.5265,0.54608
2516,415.12,1.8052,-0.78933,0.087266,-1.5265,0.54594
2517,415.04,1.8049,-0.78891,0.087029,-1.5264,0.5458
2518,414.97,1.8047,-0.78848,0.086792,-1.5264,0.54565
2519,414.9,1.8044,-0.78806,0.086555,-1.5263,0.54551
2520,414.83,1.8041,-0.78764,0.086319,-1.5263,0.54537
2521,414.76,1.8038,-0.78721,0.086082,-1.5262,0.54522
2522,414.69,1.8035,-0.78679,0.085846,-1.5261,0.54508
2523,414.62,1.8032,-0.78637,0.085611,-1.5261,0.54494
2524,414.54,1.8029,-0.78595,0.085375,-1.526,0.54479
2525,414.47,1.8027,-0.78553,0.08514,-1.526,0.54465
2526,414.4,1.8024,-0.78511,0.084906,-1.5259,0.54451
2527,414.33,1.8021,-0.78469,0.084671,-1.5259,0.54437
2528,414.26,1.8018,-0.78427,0.084437,-1.5258,0.54422
2529,414.19,1.8015,-0.78386,0.084203,-1.5257,0.54408
2530,414.12,1.8012,-0.78344,0.083969,-1.5257,0.54394
2531,414.04,1.8009,-0.78302,0.083735,-1.5256,0.5438
2532,413.97,1.8007,-0.78261,0.083502,-1.5256,0.54366
2533,413.9,1.8004,-0.78219,0.083269,-1.5255,0.54351
2534,413.83,1.8,-0.78178,0.083037,-1.5254,0.54337
2535,413.76,1.7998,-0.78136,0.082804,-1.5254,0.54323
2536,413.69,1.7995,-0.78095,0.082572,-1.5253,0.54309
2537,413.62,1.7993,-0.78053,0.08234,-1.5253,0.54295
2538,413.55,1.7989,-0.78012,0.082109,-1.5252,0.54281
2539,413.47,1.7986,-0.77971,0.081877,-1.5251,0.54267
2540,413.4,1.7984,-0.7793,0.081646,-1.5251,0.54253
2541,413.33,1.7981,-0.77889,0.081416,-1.525,0.54238
2542,413.26,1.7979,-0.77848,0.081185,-1.525,0.54224
2543,413.19,1.7975,-0.77807,0.080955,-1.5249,0.5421
2544,413.12,1.7972,-0.77766,0.080725,-1.5248,0.54196
2545,413.05,1.797,-0.77725,0.080495,-1.5248,0.54182
2546,412.98,1.7967,-0.77684,0.080266,-1.5247,0.54168
2547,412.91,1.7964,-0.77643,0.080036,-1.5247,0.54154
2548,412.84,1.7961,-0.77603,0.079807,-1.5246,0.5414
2549,412.76,1.7958,-0.77562,0.079579,-1.5245,0.54126
2550,412.69,1.7956,-0.77521,0.07935,-1.5245,0.54112
2551,412.62,1.7953,-0.77481,0.079122,-1.5244,0.54098
2552,412.55,1.795,-0.7744,0.078894,-1.5243,0.54084
2553,412.48,1.7947,-0.774,0.078667,-1.5243,0.5407
2554,412.41,1.7944,-0.77359,0.078439,-1.5242,0.54056
2555,412.34,1.7942,-0.77319,0.078212,-1.5242,0.54042
2556,412.27,1.7939,-0.77279,0.077986,-1.5241,0.54029
2557,412.2,1.7936,-0.77238,0.077759,-1.524,0.54015
2558,412.13,1.7934,-0.77198,0.077533,-1.524,0.54001
2559,412.06,1.7931,-0.77158,0.077307,-1.5239,0.53987
2560,411.99,1.7927,-0.77118,0.077081,-1.5238,0.53973
2561,411.92,1.7925,-0.77078,0.076855,-1.5238,0.53959
2562,411.84,1.7922,-0.77038,0.07663,-1.5237,0.53945
2563,411.77,1.7919,-0.76998,0.076405,-1.5236,0.53931
2564,411.7,1.7917,-0.76958,0.07618,-1.5236,0.53918
2565,411.63,1.7914,-0.76919,0.075956,-1.5235,0.53904
2566,411.56,1.7912,-0.76879,0.075731,-1.5235,0.5389
2567,411.49,1.7908,-0.76839,0.075508,-1.5234,0.53876
2568,411.42,1.7905,-0.76799,0.075284,-1.5233,0.53862
2569,411.35,1.7903,-0.7676,0.07506,-1.5233,0.53849
2570,411.28,1.79,-0.7672,0.074837,-1.5232,0.53835
2571,411.21,1.7897,-0.76681,0.074614,-1.5231,0.53821
2572,411.14,1.7895,-0.76641,0.074391,-1.5231,0.53807
2573,411.07,1.7892,-0.76602,0.074169,-1.523,0.53794
2574,411,1.7889,-0.76563,0.073947,-1.5229,0.5378
2575,410.93,1.7887,-0.76523,0.073725,-1.5229,0.53766
2576,410.86,1.7884,-0.76484,0.073503,-1.5228,0.53753
2577,410.79,1.7881,-0.76445,0.073282,-1.5227,0.53739
2578,410.72,1.7878,-0.76406,0.073061,-1.5227,0.53725
2579,410.65,1.7875,-0.76367,0.07284,-1.5226,0.53711
2580,410.58,1.7872,-0.76328,0.072619,-1.5225,0.53698
2581,410.51,1.787,-0.76289,0.072399,-1.5225,0.53684
2582,410.44,1.7867,-0.7625,0.072178,-1.5224,0.53671
2583,410.37,1.7864,-0.76211,0.071958,-1.5223,0.53657
2584,410.3,1.7862,-0.76172,0.071739,-1.5223,0.53643
2585,410.23,1.7859,-0.76133,0.071519,-1.5222,0.5363
2586,410.16,1.7856,-0.76095,0.0713,-1.5221,0.53616
2587,410.09,1.7854,-0.76056,0.071081,-1.5221,0.53602
2588,410.02,1.7851,-0.76017,0.070863,-1.522,0.53589
2589,409.95,1.7848,-0.75979,0.070644,-1.5219,0.53575
2590,409.88,1.7846,-0.7594,0.070426,-1.5219,0.53562
2591,409.81,1.7843,-0.75902,0.070208,-1.5218,0.53548
2592,409.74,1.784,-0.75863,0.06999,-1.5217,0.53535
2593,409.67,1.7837,-0.75825,0.069773,-1.5216,0.53521
2594,409.6,1.7835,-0.75787,0.069556,-1.5216,0.53508
2595,409.53,1.7832,-0.75749,0.069339,-1.5215,0.53494
2596,409.46,1.7829,-0.7571,0.069122,-1.5214,0.53481
2597,409.39,1.7827,-0.75672,0.068906,-1.5214,0.53467
2598,409.32,1.7824,-0.75634,0.06869,-1.5213,0.53454
2599,409.25,1.7821,-0.75596,0.068474,-1.5212,0.5344
2600,409.18,1.7819,-0.75558,0.068258,-1.5212,0.53427
2601,409.11,1.7816,-0.7552,0.068042,-1.5211,0.53413
2602,409.04,1.7813,-0.75482,0.067827,-1.521,0.534
2603,408.97,1.7811,-0.75444,0.067612,-1.521,0.53386
2604,408.9,1.7808,-0.75406,0.067397,-1.5209,0.53373
2605,408.83,1.7805,-0.75369,0.067183,-1.5208,0.5336
2606,408.76,1.7802,-0.75331,0.066969,-1.5207,0.53346
2607,408.69,1.78,-0.75293,0.066755,-1.5207,0.53333
2608,408.62,1.7797,-0.75256,0.066541,-1.5206,0.5332
2609,408.55,1.7794,-0.75218,0.066327,-1.5205,0.53306
2610,408.48,1.7792,-0.75181,0.066114,-1.5205,0.53293
2611,408.41,1.7789,-0.75143,0.065901,-1.5204,0.53279
2612,408.34,1.7786,-0.75106,0.065688,-1.5203,0.53266
2613,408.27,1.7783,-0.75068,0.065476,-1.5202,0.53253
2614,408.2,1.7781,-0.75031,0.065263,-1.5202,0.5324
2615,408.13,1.7778,-0.74994,0.065051,-1.5201,0.53226
2616,408.06,1.7775,-0.74957,0.06484,-1.52,0.53213
2617,407.99,1.7772,-0.7492,0.064628,-1.5199,0.532
2618,407.92,1.777,-0.74882,0.064417,-1.5199,0.53186
2619,407.85,1.7767,-0.74845,0.064205,-1.5198,0.53173
2620,407.78,1.7765,-0.74808,0.063995,-1.5197,0.5316
2621,407.72,1.7763,-0.74771,0.063784,-1.5197,0.53147
2622,407.65,1.776,-0.74734,0.063574,-1.5196,0.53133
2623,407.58,1.7757,-0.74698,0.063363,-1.5195,0.5312
2624,407.51,1.7754,-0.74661,0.063153,-1.5194,0.53107
2625,407.44,1.7752,-0.74624,0.062944,-1.5194,0.53094
2626,407.37,1.7749,-0.74587,0.062734,-1.5193,0.53081
2627,407.3,1.7746,-0.74551,0.062525,-1.5192,0.53067
2628,407.23,1.7743,-0.74514,0.062316,-1.5191,0.53054
2629,407.16,1.7741,-0.74477,0.062107,-1.5191,0.53041
2630,407.09,1.7738,-0.74441,0.061899,-1.519,0.53028
2631,407.02,1.7736,-0.74404,0.06169,-1.5189,0.53015
2632,406.95,1.7733,-0.74368,0.061482,-1.5188,0.53002
2633,406.88,1.7731,-0.74332,0.061275,-1.5188,0.52988
2634,406.82,1.7728,-0.74295,0.061067,-1.5187,0.52975
2635,406.75,1.7725,-0.74259,0.06086,-1.5186,0.52962
2636,406.68,1.7722,-0.74223,0.060653,-1.5185,0.52949
2637,406.61,1.772,-0.74187,0.060446,-1.5185,0.52936
2638,406.54,1.7717,-0.7415,0.060239,-1.5184,0.52923
2639,406.47,1.7715,-0.74114,0.060033,-1.5183,0.5291
2640,406.4,1.7712,-0.74078,0.059826,-1.5182,0.52897
2641,406.33,1.771,-0.74042,0.05962,-1.5182,0.52884
2642,406.26,1.7707,-0.74006,0.059415,-1.5181,0.52871
2643,406.19,1.7704,-0.7397,0.059209,-1.518,0.52858
2644,406.13,1.7701,-0.73934,0.059004,-1.5179,0.52845
2645,406.06,1.7699,-0.73899,0.058799,-1.5179,0.52832
2646,405.99,1.7697,-0.73863,0.058594,-1.5178,0.52819
2647,405.92,1.7694,-0.73827,0.058389,-1.5177,0.52806
2648,405.85,1.7691,-0.73791,0.058185,-1.5176,0.52793
2649,405.78,1.7689,-0.73756,0.057981,-1.5176,0.5278
2650,405.71,1.7686,-0.7372,0.057777,-1.5175,0.52767
2651,405.64,1.7684,-0.73685,0.057573,-1.5174,0.52754
2652,405.57,1.7681,-0.73649,0.05737,-1.5173,0.52741
2653,405.51,1.7678,-0.73614,0.057167,-1.5172,0.52728
2654,405.44,1.7676,-0.73578,0.056964,-1.5172,0.52715
2655,405.37,1.7673,-0.73543,0.056761,-1.5171,0.52702
2656,405.3,1.767,-0.73508,0.056558,-1.517,0.52689
2657,405.23,1.7668,-0.73472,0.056356,-1.5169,0.52676
2658,405.16,1.7666,-0.73437,0.056154,-1.5169,0.52664
2659,405.09,1.7663,-0.73402,0.055952,-1.5168,0.52651
2660,405.03,1.766,-0.73367,0.05575,-1.5167,0.52638
2661,404.96,1.7657,-0.73332,0.055549,-1.5166,0.52625
2662,404.89,1.7655,-0.73297,0.055348,-1.5165,0.52612
2663,404.82,1.7653,-0.73262,0.055147,-1.5165,0.52599
2664,404.75,1.765,-0.73227,0.054946,-1.5164,0.52586
2665,404.68,1.7647,-0.73192,0.054746,-1.5163,0.52574
2666,404.61,1.7645,-0.73157,0.054545,-1.5162,0.52561
2667,404.55,1.7642,-0.73122,0.054345,-1.5161,0.52548
2668,404.48,1.764,-0.73088,0.054145,-1.5161,0.52535
2669,404.41,1.7637,-0.73053,0.053946,-1.516,0.52523
2670,404.34,1.7634,-0.73018,0.053746,-1.5159,0.5251
2671,404.27,1.7632,-0.72984,0.053547,-1.5158,0.52497
2672,404.2,1.7629,-0.72949,0.053348,-1.5157,0.52484
2673,404.14,1.7627,-0.72914,0.053149,-1.5157,0.52471
2674,404.07,1.7624,-0.7288,0.052951,-1.5156,0.52459
2675,404,1.7622,-0.72846,0.052753,-1.5155,0.52446
2676,403.93,1.7619,-0.72811,0.052554,-1.5154,0.52433
2677,403.86,1.7616,-0.72777,0.052357,-1.5153,0.52421
2678,403.79,1.7614,-0.72742,0.052159,-1.5153,0.52408
2679,403.73,1.7612,-0.72708,0.051961,-1.5152,0.52395
2680,403.66,1.7609,-0.72674,0.051764,-1.5151,0.52383
2681,403.59,1.7606,-0.7264,0.051567,-1.515,0.5237
2682,403.52,1.7604,-0.72606,0.051371,-1.5149,0.52357
2683,403.45,1.7602,-0.72572,0.051174,-1.5149,0.52345
2684,403.39,1.7599,-0.72538,0.050978,-1.5148,0.52332
2685,403.32,1.7596,-0.72504,0.050781,-1.5147,0.52319
2686,403.25,1.7594,-0.7247,0.050586,-1.5146,0.52307
2687,403.18,1.7591,-0.72436,0.05039,-1.5145,0.52294
2688,403.11,1.7588,-0.72402,0.050194,-1.5144,0.52281
2689,403.05,1.7586,-0.72368,0.049999,-1.5144,0.52269
2690,402.98,1.7584,-0.72334,0.049804,-1.5143,0.52256
2691,402.91,1.7581,-0.723,0.049609,-1.5142,0.52244
2692,402.84,1.7578,-0.72267,0.049415,-1.5141,0.52231
2693,402.77,1.7576,-0.72233,0.04922,-1.514,0.52219
2694,402.71,1.7574,-0.72199,0.049026,-1.514,0.52206
2695,402.64,1.7571,-0.72166,0.048832,-1.5139,0.52194
2696,402.57,1.7569,-0.72132,0.048638,-1.5138,0.52181
2697,402.5,1.7566,-0.72099,0.048445,-1.5137,0.52168
2698,402.43,1.7563,-0.72065,0.048251,-1.5136,0.52156
2699,402.37,1.7561,-0.72032,0.048058,-1.5135,0.52143
2700,402.3,1.7559,-0.71999,0.047865,-1.5135,0.52131
2701,402.23,1.7556,-0.71965,0.047673,-1.5134,0.52118
2702,402.16,1.7554,-0.71932,0.04748,-1.5133,0.52106
2703,402.1,1.7551,-0.71899,0.047288,-1.5132,0.52094
2704,402.03,1.7548,-0.71866,0.047096,-1.5131,0.52081
2705,401.96,1.7546,-0.71833,0.046904,-1.513,0.52069
2706,401.89,1.7543,-0.718,0.046712,-1.5129,0.52056
2707,401.82,1.7541,-0.71767,0.046521,-1.5129,0.52044
2708,401.76,1.7539,-0.71734,0.04633,-1.5128,0.52031
2709,401.69,1.7536,-0.71701,0.046139,-1.5127,0.52019
2710,401.62,1.7533,-0.71668,0.045948,-1.5126,0.52006
2711,401.55,1.7531,-0.71635,0.045757,-1.5125,0.51994
2712,401.49,1.7528,-0.71602,0.045567,-1.5124,0.51982
2713,401.42,1.7526,-0.71569,0.045377,-1.5124,0.51969
2714,401.35,1.7524,-0.71536,0.045187,-1.5123,0.51957
2715,401.28,1.7521,-0.71504,0.044997,-1.5122,0.51945
2716,401.22,1.7518,-0.71471,0.044807,-1.5121,0.51932
2717,401.15,1.7516,-0.71438,0.044618,-1.512,0.5192
2718,401.08,1.7513,-0.71406,0.044429,-1.5119,0.51908
2719,401.01,1.7511,-0.71373,0.04424,-1.5118,0.51895
2720,400.95,1.7509,-0.71341,0.044051,-1.5118,0.51883
2721,400.88,1.7506,-0.71308,0.043863,-1.5117,0.51871
2722,400.81,1.7504,-0.71276,0.043674,-1.5116,0.51858
2723,400.75,1.7501,-0.71244,0.043486,-1.5115,0.51846
2724,400.68,1.7499,-0.71211,0.043298,-1.5114,0.51834
2725,400.61,1.7496,-0.71179,0.043111,-1.5113,0.51821
2726,400.54,1.7493,-0.71147,0.042923,-1.5112,0.51809
2727,400.48,1.7491,-0.71114,0.042736,-1.5111,0.51797
2728,400.41,1.7489,-0.71082,0.042549,-1.5111,0.51785
2729,400.34,1.7486,-0.7105,0.042362,-1.511,0.51772
2730,400.27,1.7484,-0.71018,0.042175,-1.5109,0.5176
2731,400.21,1.7481,-0.70986,0.041989,-1.5108,0.51748
2732,400.14,1.7479,-0.70954,0.041802,-1.5107,0.51736
2733,400.07,1.7476,-0.70922,0.041616,-1.5106,0.51724
2734,400.01,1.7474,-0.7089,0.04143,-1.5105,0.51711
2735,399.94,1.7471,-0.70858,0.041245,-1.5104,0.51699
2736,399.87,1.7469,-0.70826,0.041059,-1.5104,0.51687
2737,399.8,1.7467,-0.70795,0.040874,-1.5103,0.51675
2738,399.74,1.7464,-0.70763,0.040689,-1.5102,0.51663
2739,399.67,1.7462,-0.70731,0.040504,-1.5101,0.51651
2740,399.6,1.7459,-0.70699,0.040319,-1.51,0.51638
2741,399.54,1.7457,-0.70668,0.040135,-1.5099,0.51626
2742,399.47,1.7454,-0.70636,0.039951,-1.5098,0.51614
2743,399.4,1.7452,-0.70605,0.039766,-1.5097,0.51602
2744,399.34,1.745,-0.70573,0.039583,-1.5097,0.5159
2745,399.27,1.7447,-0.70542,0.039399,-1.5096,0.51578
2746,399.2,1.7445,-0.7051,0.039215,-1.5095,0.51566
2747,399.13,1.7442,-0.70479,0.039032,-1.5094,0.51554
2748,399.07,1.744,-0.70448,0.038849,-1.5093,0.51542
2749,399,1.7437,-0.70416,0.038666,-1.5092,0.51529
2750,398.93,1.7435,-0.70385,0.038483,-1.5091,0.51517
2751,398.87,1.7432,-0.70354,0.038301,-1.509,0.51505
2752,398.8,1.743,-0.70323,0.038119,-1.5089,0.51493
2753,398.73,1.7427,-0.70291,0.037937,-1.5088,0.51481
2754,398.67,1.7425,-0.7026,0.037755,-1.5088,0.51469
2755,398.6,1.7423,-0.70229,0.037573,-1.5087,0.51457
2756,398.53,1.742,-0.70198,0.037392,-1.5086,0.51445
2757,398.47,1.7418,-0.70167,0.03721,-1.5085,0.51433
2758,398.4,1.7415,-0.70136,0.037029,-1.5084,0.51421
2759,398.33,1.7413,-0.70105,0.036848,-1.5083,0.51409
2760,398.27,1.741,-0.70074,0.036667,-1.5082,0.51397
2761,398.2,1.7408,-0.70044,0.036487,-1.5081,0.51385
2762,398.13,1.7405,-0.70013,0.036307,-1.508,0.51373
2763,398.07,1.7403,-0.69982,0.036126,-1.5079,0.51361
2764,398,1.7401,-0.69951,0.035947,-1.5079,0.51349
2765,397.93,1.7399,-0.69921,0.035767,-1.5078,0.51337
2766,397.87,1.7396,-0.6989,0.035587,-1.5077,0.51326
2767,397.8,1.7394,-0.69859,0.035408,-1.5076,0.51314
2768,397.73,1.7391,-0.69829,0.035229,-1.5075,0.51302
2769,397.67,1.7389,-0.69798,0.03505,-1.5074,0.5129
2770,397.6,1.7386,-0.69768,0.034871,-1.5073,0.51278
2771,397.53,1.7384,-0.69737,0.034692,-1.5072,0.51266
2772,397.47,1.7381,-0.69707,0.034514,-1.5071,0.51254
2773,397.4,1.7379,-0.69677,0.034336,-1.507,0.51242
2774,397.34,1.7376,-0.69646,0.034158,-1.5069,0.5123
2775,397.27,1.7374,-0.69616,0.03398,-1.5068,0.51219
2776,397.2,1.7372,-0.69586,0.033802,-1.5068,0.51207
2777,397.14,1.737,-0.69555,0.033625,-1.5067,0.51195
2778,397.07,1.7368,-0.69525,0.033447,-1.5066,0.51183
2779,397,1.7365,-0.69495,0.03327,-1.5065,0.51171
2780,396.94,1.7363,-0.69465,0.033094,-1.5064,0.51159
2781,396.87,1.736,-0.69435,0.032917,-1.5063,0.51148
2782,396.8,1.7358,-0.69405,0.03274,-1.5062,0.51136
2783,396.74,1.7355,-0.69375,0.032564,-1.5061,0.51124
2784,396.67,1.7353,-0.69345,0.032388,-1.506,0.51112
2785,396.61,1.735,-0.69315,0.032212,-1.5059,0.511
2786,396.54,1.7348,-0.69285,0.032036,-1.5058,0.51089
2787,396.47,1.7345,-0.69255,0.031861,-1.5057,0.51077
2788,396.41,1.7343,-0.69226,0.031685,-1.5056,0.51065
2789,396.34,1.7341,-0.69196,0.03151,-1.5055,0.51053
2790,396.28,1.7338,-0.69166,0.031335,-1.5054,0.51042
2791,396.21,1.7337,-0.69136,0.03116,-1.5054,0.5103
2792,396.14,1.7334,-0.69107,0.030986,-1.5053,0.51018
2793,396.08,1.7332,-0.69077,0.030811,-1.5052,0.51007
2794,396.01,1.7329,-0.69048,0.030637,-1.5051,0.50995
2795,395.95,1.7327,-0.69018,0.030463,-1.505,0.50983
2796,395.88,1.7325,-0.68989,0.030289,-1.5049,0.50971
2797,395.81,1.7322,-0.68959,0.030115,-1.5048,0.5096
2798,395.75,1.732,-0.6893,0.029942,-1.5047,0.50948
2799,395.68,1.7317,-0.689,0.029768,-1.5046,0.50936
2800,395.62,1.7315,-0.68871,0.029595,-1.5045,0.50925
2801,395.55,1.7312,-0.68842,0.029422,-1.5044,0.50913
2802,395.48,1.731,-0.68812,0.02925,-1.5043,0.50902
2803,395.42,1.7308,-0.68783,0.029077,-1.5042,0.5089
